Timestamp,Room_ID,IT_Load_kW,Rack_Count,Status
2026-08-10 00:15:00,Room A,192.8,6,Active
2026-08-10 00:15:00,Room B,172.8,6,Active
2026-08-10 00:30:00,Room A,186.9,6,Active
2026-08-10 00:30:00,Room B,174.4,6,Active
2026-08-10 00:45:00,Room A,192.7,6,Active
2026-08-10 00:45:00,Room B,169.3,6,Active
2026-08-10 01:00:00,Room A,185.4,6,Active
2026-08-10 01:00:00,Room B,172.3,6,Active
2026-08-10 01:15:00,Room A,189.9,6,Active
2026-08-10 01:15:00,Room B,171.0,6,Active
2026-08-10 01:30:00,Room A,184.0,6,Active
2026-08-10 01:30:00,Room B,166.9,6,Active
2026-08-10 01:45:00,Room A,183.0,6,Active
2026-08-10 01:45:00,Room B,169.9,6,Active
2026-08-10 02:00:00,Room A,182.7,6,Active
2026-08-10 02:00:00,Room B,167.0,6,Active
2026-08-10 02:15:00,Room A,186.9,6,Active
2026-08-10 02:15:00,Room B,170.6,6,Active
2026-08-10 02:30:00,Room A,181.6,6,Active
2026-08-10 02:30:00,Room B,166.2,6,Active
2026-08-10 02:45:00,Room A,187.4,6,Active
2026-08-10 02:45:00,Room B,163.5,6,Active
2026-08-10 03:00:00,Room A,188.6,6,Active
2026-08-10 03:00:00,Room B,165.2,6,Active
2026-08-10 03:15:00,Room A,183.9,6,Active
2026-08-10 03:15:00,Room B,167.9,6,Active
2026-08-10 03:30:00,Room A,186.0,6,Active
2026-08-10 03:30:00,Room B,168.8,6,Active
2026-08-10 03:45:00,Room A,182.4,6,Active
2026-08-10 03:45:00,Room B,168.3,6,Active
2026-08-10 04:00:00,Room A,182.4,6,Active
2026-08-10 04:00:00,Room B,171.4,6,Active
2026-08-10 04:15:00,Room A,182.9,6,Active
2026-08-10 04:15:00,Room B,169.4,6,Active
2026-08-10 04:30:00,Room A,185.2,6,Active
2026-08-10 04:30:00,Room B,166.7,6,Active
2026-08-10 04:45:00,Room A,185.3,6,Active
2026-08-10 04:45:00,Room B,167.1,6,Active
2026-08-10 05:00:00,Room A,191.0,6,Active
2026-08-10 05:00:00,Room B,171.5,6,Active
2026-08-10 05:15:00,Room A,190.8,6,Active
2026-08-10 05:15:00,Room B,170.7,6,Active
2026-08-10 05:30:00,Room A,192.5,6,Active
2026-08-10 05:30:00,Room B,170.8,6,Active
2026-08-10 05:45:00,Room A,187.7,6,Active
2026-08-10 05:45:00,Room B,173.4,6,Active
2026-08-10 06:00:00,Room A,192.1,6,Active
2026-08-10 06:00:00,Room B,170.8,6,Active
2026-08-10 06:15:00,Room A,190.1,6,Active
2026-08-10 06:15:00,Room B,171.8,6,Active
2026-08-10 06:30:00,Room A,194.7,6,Active
2026-08-10 06:30:00,Room B,177.2,6,Active
2026-08-10 06:45:00,Room A,197.3,6,Active
2026-08-10 06:45:00,Room B,175.7,6,Active
2026-08-10 07:00:00,Room A,194.4,6,Active
2026-08-10 07:00:00,Room B,178.1,6,Active
2026-08-10 07:15:00,Room A,195.2,6,Active
2026-08-10 07:15:00,Room B,183.6,6,Active
2026-08-10 07:30:00,Room A,197.4,6,Active
2026-08-10 07:30:00,Room B,181.1,6,Active
2026-08-10 07:45:00,Room A,204.2,6,Active
2026-08-10 07:45:00,Room B,185.5,6,Active
2026-08-10 08:00:00,Room A,199.9,6,Active
2026-08-10 08:00:00,Room B,183.8,6,Active
2026-08-10 08:15:00,Room A,207.2,6,Active
2026-08-10 08:15:00,Room B,188.4,6,Active
2026-08-10 08:30:00,Room A,205.5,6,Active
2026-08-10 08:30:00,Room B,183.9,6,Active
2026-08-10 08:45:00,Room A,205.9,6,Active
2026-08-10 08:45:00,Room B,190.5,6,Active
2026-08-10 09:00:00,Room A,206.8,6,Active
2026-08-10 09:00:00,Room B,189.3,6,Active
2026-08-10 09:15:00,Room A,209.1,6,Active
2026-08-10 09:15:00,Room B,194.0,6,Active
2026-08-10 09:30:00,Room A,216.2,6,Active
2026-08-10 09:30:00,Room B,191.6,6,Active
2026-08-10 09:45:00,Room A,215.0,6,Active
2026-08-10 09:45:00,Room B,195.1,6,Active
2026-08-10 10:00:00,Room A,219.2,6,Active
2026-08-10 10:00:00,Room B,192.4,6,Active
2026-08-10 10:15:00,Room A,214.7,6,Active
2026-08-10 10:15:00,Room B,196.6,6,Active
2026-08-10 10:30:00,Room A,217.7,6,Active
2026-08-10 10:30:00,Room B,202.4,6,Active
2026-08-10 10:45:00,Room A,225.0,6,Active
2026-08-10 10:45:00,Room B,200.3,6,Active
2026-08-10 11:00:00,Room A,224.0,6,Active
2026-08-10 11:00:00,Room B,203.5,6,Active
2026-08-10 11:15:00,Room A,223.6,6,Active
2026-08-10 11:15:00,Room B,203.5,6,Active
2026-08-10 11:30:00,Room A,228.1,6,Active
2026-08-10 11:30:00,Room B,206.3,6,Active
2026-08-10 11:45:00,Room A,226.2,6,Active
2026-08-10 11:45:00,Room B,201.1,6,Active
2026-08-10 12:00:00,Room A,229.3,6,Active
2026-08-10 12:00:00,Room B,203.0,6,Active
2026-08-10 12:15:00,Room A,227.8,6,Active
2026-08-10 12:15:00,Room B,204.0,6,Active
2026-08-10 12:30:00,Room A,229.0,6,Active
2026-08-10 12:30:00,Room B,208.7,6,Active
2026-08-10 12:45:00,Room A,229.7,6,Active
2026-08-10 12:45:00,Room B,212.1,6,Active
2026-08-10 13:00:00,Room A,233.8,6,Active
2026-08-10 13:00:00,Room B,211.9,6,Active
2026-08-10 13:15:00,Room A,233.1,6,Active
2026-08-10 13:15:00,Room B,207.1,6,Active
2026-08-10 13:30:00,Room A,232.5,6,Active
2026-08-10 13:30:00,Room B,211.5,6,Active
2026-08-10 13:45:00,Room A,232.6,6,Active
2026-08-10 13:45:00,Room B,215.3,6,Active
2026-08-10 14:00:00,Room A,235.5,6,Active
2026-08-10 14:00:00,Room B,209.2,6,Active
2026-08-10 14:15:00,Room A,235.8,6,Active
2026-08-10 14:15:00,Room B,216.1,6,Active
2026-08-10 14:30:00,Room A,236.4,6,Active
2026-08-10 14:30:00,Room B,214.4,6,Active
2026-08-10 14:45:00,Room A,236.9,6,Active
2026-08-10 14:45:00,Room B,212.9,6,Active
2026-08-10 15:00:00,Room A,232.2,6,Active
2026-08-10 15:00:00,Room B,214.6,6,Active
2026-08-10 15:15:00,Room A,236.0,6,Active
2026-08-10 15:15:00,Room B,212.8,6,Active
2026-08-10 15:30:00,Room A,231.1,6,Active
2026-08-10 15:30:00,Room B,213.3,6,Active
2026-08-10 15:45:00,Room A,235.3,6,Active
2026-08-10 15:45:00,Room B,216.0,6,Active
2026-08-10 16:00:00,Room A,231.0,6,Active
2026-08-10 16:00:00,Room B,210.8,6,Active
2026-08-10 16:15:00,Room A,237.1,6,Active
2026-08-10 16:15:00,Room B,214.4,6,Active
2026-08-10 16:30:00,Room A,234.3,6,Active
2026-08-10 16:30:00,Room B,211.3,6,Active
2026-08-10 16:45:00,Room A,229.4,6,Active
2026-08-10 16:45:00,Room B,209.1,6,Active
2026-08-10 17:00:00,Room A,232.9,6,Active
2026-08-10 17:00:00,Room B,207.3,6,Active
2026-08-10 17:15:00,Room A,234.0,6,Active
2026-08-10 17:15:00,Room B,205.9,6,Active
2026-08-10 17:30:00,Room A,227.3,6,Active
2026-08-10 17:30:00,Room B,206.5,6,Active
2026-08-10 17:45:00,Room A,230.2,6,Active
2026-08-10 17:45:00,Room B,205.4,6,Active
2026-08-10 18:00:00,Room A,228.1,6,Active
2026-08-10 18:00:00,Room B,202.6,6,Active
2026-08-10 18:15:00,Room A,223.2,6,Active
2026-08-10 18:15:00,Room B,201.1,6,Active
2026-08-10 18:30:00,Room A,222.1,6,Active
2026-08-10 18:30:00,Room B,200.8,6,Active
2026-08-10 18:45:00,Room A,223.9,6,Active
2026-08-10 18:45:00,Room B,206.5,6,Active
2026-08-10 19:00:00,Room A,221.6,6,Active
2026-08-10 19:00:00,Room B,200.1,6,Active
2026-08-10 19:15:00,Room A,223.7,6,Active
2026-08-10 19:15:00,Room B,202.6,6,Active
2026-08-10 19:30:00,Room A,220.6,6,Active
2026-08-10 19:30:00,Room B,202.6,6,Active
2026-08-10 19:45:00,Room A,215.6,6,Active
2026-08-10 19:45:00,Room B,195.7,6,Active
2026-08-10 20:00:00,Room A,219.8,6,Active
2026-08-10 20:00:00,Room B,192.1,6,Active
2026-08-10 20:15:00,Room A,218.0,6,Active
2026-08-10 20:15:00,Room B,195.5,6,Active
2026-08-10 20:30:00,Room A,213.5,6,Active
2026-08-10 20:30:00,Room B,196.3,6,Active
2026-08-10 20:45:00,Room A,209.4,6,Active
2026-08-10 20:45:00,Room B,189.3,6,Active
2026-08-10 21:00:00,Room A,208.9,6,Active
2026-08-10 21:00:00,Room B,186.5,6,Active
2026-08-10 21:15:00,Room A,211.1,6,Active
2026-08-10 21:15:00,Room B,190.9,6,Active
2026-08-10 21:30:00,Room A,207.0,6,Active
2026-08-10 21:30:00,Room B,184.2,6,Active
2026-08-10 21:45:00,Room A,204.8,6,Active
2026-08-10 21:45:00,Room B,182.5,6,Active
2026-08-10 22:00:00,Room A,206.0,6,Active
2026-08-10 22:00:00,Room B,183.4,6,Active
2026-08-10 22:15:00,Room A,201.1,6,Active
2026-08-10 22:15:00,Room B,183.2,6,Active
2026-08-10 22:30:00,Room A,198.1,6,Active
2026-08-10 22:30:00,Room B,178.8,6,Active
2026-08-10 22:45:00,Room A,195.5,6,Active
2026-08-10 22:45:00,Room B,183.5,6,Active
2026-08-10 23:00:00,Room A,201.4,6,Active
2026-08-10 23:00:00,Room B,180.5,6,Active
2026-08-10 23:15:00,Room A,195.2,6,Active
2026-08-10 23:15:00,Room B,173.8,6,Active
2026-08-10 23:30:00,Room A,191.5,6,Active
2026-08-10 23:30:00,Room B,176.9,6,Active
2026-08-10 23:45:00,Room A,196.8,6,Active
2026-08-10 23:45:00,Room B,172.0,6,Active
