Timestamp,UPS_ID,Status,Capacity_kW,IT_Load_Allocated_kW,Output_Load_kW,Input_Load_kW,Load_Percent,Efficiency_Percent,UPS_Loss_kW,Battery_Voltage,Estimated_Runtime_Min,Alarm_Code
2026-08-09 02:15:00,UPS-01,Online,300,109.2,109.2,123.6,36.4,94.48,14.4,478.6,35.4,
2026-08-09 02:15:00,UPS-02,Online,300,109.2,109.2,123.0,36.4,94.98,13.8,481.6,35.4,
2026-08-09 02:15:00,UPS-03,Online,300,109.2,109.2,122.1,36.4,95.72,12.9,478.7,35.4,
2026-08-09 02:30:00,UPS-01,Online,300,109.0,109.0,123.0,36.3,94.82,14.0,478.1,35.5,
2026-08-09 02:30:00,UPS-02,Online,300,109.0,109.0,123.4,36.3,94.46,14.4,478.7,35.5,
2026-08-09 02:30:00,UPS-03,Online,300,109.0,109.0,122.2,36.3,95.41,13.2,479.1,35.5,
2026-08-09 02:45:00,UPS-01,Online,300,108.5,108.5,121.9,36.2,95.3,13.4,480.9,35.5,
2026-08-09 02:45:00,UPS-02,Online,300,108.5,108.5,121.9,36.2,95.3,13.4,481.2,35.5,
2026-08-09 02:45:00,UPS-03,Online,300,108.5,108.5,122.4,36.2,94.83,13.9,481.4,35.5,
2026-08-09 03:00:00,UPS-01,Online,300,107.2,107.2,120.9,35.7,94.98,13.7,478.7,35.7,
2026-08-09 03:00:00,UPS-02,Online,300,107.2,107.2,121.2,35.7,94.73,14.0,478.3,35.7,
2026-08-09 03:00:00,UPS-03,Online,300,107.2,107.2,121.5,35.7,94.48,14.3,478.3,35.7,
2026-08-09 03:15:00,UPS-01,Online,300,109.1,109.1,122.2,36.4,95.5,13.1,479.3,35.4,
2026-08-09 03:15:00,UPS-02,Online,300,109.1,109.1,123.2,36.4,94.71,14.1,479.5,35.4,
2026-08-09 03:15:00,UPS-03,Online,300,109.1,109.1,123.6,36.4,94.4,14.5,479.1,35.4,
2026-08-09 03:30:00,UPS-01,Online,300,108.3,108.3,122.4,36.1,94.65,14.1,479.8,35.6,
2026-08-09 03:30:00,UPS-02,Online,300,108.3,108.3,121.7,36.1,95.21,13.4,480.8,35.6,
2026-08-09 03:30:00,UPS-03,Online,300,108.3,108.3,122.8,36.1,94.35,14.5,478.1,35.6,
2026-08-09 03:45:00,UPS-01,Online,300,107.6,107.6,122.1,35.9,94.34,14.5,480.9,35.6,
2026-08-09 03:45:00,UPS-02,Online,300,107.6,107.6,122.0,35.9,94.39,14.4,478.3,35.6,
2026-08-09 03:45:00,UPS-03,Online,300,107.6,107.6,121.2,35.9,95.09,13.6,480.6,35.6,
2026-08-09 04:00:00,UPS-01,Online,300,108.4,108.4,121.9,36.1,95.17,13.5,479.3,35.6,
2026-08-09 04:00:00,UPS-02,Online,300,108.4,108.4,122.2,36.1,94.88,13.8,479.6,35.6,
2026-08-09 04:00:00,UPS-03,Online,300,108.4,108.4,121.4,36.1,95.61,13.0,478.7,35.6,
2026-08-09 04:15:00,UPS-01,Online,300,110.1,110.1,123.7,36.7,95.16,13.6,479.6,35.3,
2026-08-09 04:15:00,UPS-02,Online,300,110.1,110.1,123.6,36.7,95.28,13.5,481.1,35.3,
2026-08-09 04:15:00,UPS-03,Online,300,110.1,110.1,123.0,36.7,95.72,12.9,479.4,35.3,
2026-08-09 04:30:00,UPS-01,Online,300,109.0,109.0,122.2,36.3,95.46,13.2,479.1,35.5,
2026-08-09 04:30:00,UPS-02,Online,300,109.0,109.0,122.5,36.3,95.17,13.5,479.6,35.5,
2026-08-09 04:30:00,UPS-03,Online,300,109.0,109.0,123.0,36.3,94.8,14.0,478.8,35.5,
2026-08-09 04:45:00,UPS-01,Online,300,108.6,108.6,122.0,36.2,95.25,13.4,481.5,35.5,
2026-08-09 04:45:00,UPS-02,Online,300,108.6,108.6,121.9,36.2,95.34,13.3,480.4,35.5,
2026-08-09 04:45:00,UPS-03,Online,300,108.6,108.6,122.6,36.2,94.73,14.0,480.4,35.5,
2026-08-09 05:00:00,UPS-01,Online,300,112.5,112.5,126.2,37.5,95.15,13.7,481.1,35.0,
2026-08-09 05:00:00,UPS-02,Online,300,112.5,112.5,127.1,37.5,94.43,14.6,480.2,35.0,
2026-08-09 05:00:00,UPS-03,Online,300,112.5,112.5,126.0,37.5,95.37,13.5,481.8,35.0,
2026-08-09 05:15:00,UPS-01,Online,300,109.3,109.3,122.5,36.4,95.46,13.2,478.7,35.4,
2026-08-09 05:15:00,UPS-02,Online,300,109.3,109.3,123.2,36.4,94.86,13.9,478.8,35.4,
2026-08-09 05:15:00,UPS-03,Online,300,109.3,109.3,123.6,36.4,94.52,14.3,480.0,35.4,
2026-08-09 05:30:00,UPS-01,Online,300,110.2,110.2,124.2,36.7,94.83,14.0,480.7,35.3,
2026-08-09 05:30:00,UPS-02,Online,300,110.2,110.2,124.0,36.7,94.99,13.8,481.7,35.3,
2026-08-09 05:30:00,UPS-03,Online,300,110.2,110.2,124.5,36.7,94.61,14.3,478.5,35.3,
2026-08-09 05:45:00,UPS-01,Online,300,110.6,110.6,124.1,36.9,95.24,13.5,478.3,35.2,
2026-08-09 05:45:00,UPS-02,Online,300,110.6,110.6,123.8,36.9,95.55,13.2,481.5,35.2,
2026-08-09 05:45:00,UPS-03,Online,300,110.6,110.6,124.6,36.9,94.86,14.0,478.6,35.2,
2026-08-09 06:00:00,UPS-01,Online,300,113.3,113.3,127.8,37.8,94.57,14.5,479.2,34.9,
2026-08-09 06:00:00,UPS-02,Online,300,113.3,113.3,126.7,37.8,95.42,13.4,480.0,34.9,
2026-08-09 06:00:00,UPS-03,Online,300,113.3,113.3,126.3,37.8,95.74,13.0,481.6,34.9,
2026-08-09 06:15:00,UPS-01,Online,300,112.7,112.7,127.2,37.6,94.55,14.5,480.7,35.0,
2026-08-09 06:15:00,UPS-02,Online,300,112.7,112.7,126.8,37.6,94.85,14.1,481.4,35.0,
2026-08-09 06:15:00,UPS-03,Online,300,112.7,112.7,126.3,37.6,95.26,13.6,479.2,35.0,
2026-08-09 06:30:00,UPS-01,Online,300,113.5,113.5,128.2,37.8,94.39,14.7,479.2,34.9,
2026-08-09 06:30:00,UPS-02,Online,300,113.5,113.5,127.4,37.8,95.07,13.9,480.7,34.9,
2026-08-09 06:30:00,UPS-03,Online,300,113.5,113.5,127.2,37.8,95.2,13.7,478.6,34.9,
2026-08-09 06:45:00,UPS-01,Online,300,114.3,114.3,127.7,38.1,95.5,13.4,479.0,34.8,
2026-08-09 06:45:00,UPS-02,Online,300,114.3,114.3,127.7,38.1,95.45,13.4,481.5,34.8,
2026-08-09 06:45:00,UPS-03,Online,300,114.3,114.3,127.5,38.1,95.64,13.2,480.0,34.8,
2026-08-09 07:00:00,UPS-01,Online,300,114.7,114.7,128.9,38.2,94.85,14.2,480.8,34.7,
2026-08-09 07:00:00,UPS-02,Online,300,114.7,114.7,128.7,38.2,95.02,14.0,480.1,34.7,
2026-08-09 07:00:00,UPS-03,Online,300,114.7,114.7,128.1,38.2,95.54,13.4,481.9,34.7,
2026-08-09 07:15:00,UPS-01,Online,300,116.0,116.0,130.7,38.7,94.56,14.7,478.5,34.5,
2026-08-09 07:15:00,UPS-02,Online,300,116.0,116.0,131.1,38.7,94.26,15.1,479.6,34.5,
2026-08-09 07:15:00,UPS-03,Online,300,116.0,116.0,130.8,38.7,94.5,14.8,479.9,34.5,
2026-08-09 07:30:00,UPS-01,Online,300,117.1,117.1,130.3,39.0,95.72,13.2,479.3,34.4,
2026-08-09 07:30:00,UPS-02,Online,300,117.1,117.1,130.9,39.0,95.3,13.8,478.9,34.4,
2026-08-09 07:30:00,UPS-03,Online,300,117.1,117.1,132.0,39.0,94.41,14.9,478.6,34.4,
2026-08-09 07:45:00,UPS-01,Online,300,117.4,117.4,132.3,39.1,94.44,14.9,481.3,34.4,
2026-08-09 07:45:00,UPS-02,Online,300,117.4,117.4,131.9,39.1,94.79,14.5,479.5,34.4,
2026-08-09 07:45:00,UPS-03,Online,300,117.4,117.4,131.1,39.1,95.4,13.7,481.9,34.4,
2026-08-09 08:00:00,UPS-01,Online,300,118.7,118.7,132.3,39.6,95.49,13.6,481.6,34.2,
2026-08-09 08:00:00,UPS-02,Online,300,118.7,118.7,133.8,39.6,94.35,15.1,478.4,34.2,
2026-08-09 08:00:00,UPS-03,Online,300,118.7,118.7,133.6,39.6,94.48,14.9,478.2,34.2,
2026-08-09 08:15:00,UPS-01,Online,300,119.9,119.9,134.5,40.0,94.79,14.6,479.8,34.0,
2026-08-09 08:15:00,UPS-02,Online,300,119.9,119.9,133.7,40.0,95.42,13.8,479.5,34.0,
2026-08-09 08:15:00,UPS-03,Online,300,119.9,119.9,134.8,40.0,94.54,14.9,481.1,34.0,
2026-08-09 08:30:00,UPS-01,Online,300,120.2,120.2,134.4,40.1,95.06,14.2,481.3,34.0,
2026-08-09 08:30:00,UPS-02,Online,300,120.2,120.2,134.4,40.1,95.13,14.2,479.1,34.0,
2026-08-09 08:30:00,UPS-03,Online,300,120.2,120.2,135.2,40.1,94.47,15.0,481.3,34.0,
2026-08-09 08:45:00,UPS-01,Online,300,122.0,122.0,137.2,40.7,94.4,15.2,482.0,33.7,
2026-08-09 08:45:00,UPS-02,Online,300,122.0,122.0,137.0,40.7,94.54,15.0,480.5,33.7,
2026-08-09 08:45:00,UPS-03,Online,300,122.0,122.0,137.1,40.7,94.51,15.1,480.3,33.7,
2026-08-09 09:00:00,UPS-01,Online,300,122.7,122.7,137.3,40.9,94.89,14.6,478.5,33.6,
2026-08-09 09:00:00,UPS-02,Online,300,122.7,122.7,136.3,40.9,95.61,13.6,480.1,33.6,
2026-08-09 09:00:00,UPS-03,Online,300,122.7,122.7,137.0,40.9,95.11,14.3,480.5,33.6,
2026-08-09 09:15:00,UPS-01,Online,300,123.2,123.2,137.1,41.1,95.46,13.9,481.9,33.6,
2026-08-09 09:15:00,UPS-02,Online,300,123.2,123.2,137.0,41.1,95.48,13.8,479.7,33.6,
2026-08-09 09:15:00,UPS-03,Online,300,123.2,123.2,138.3,41.1,94.55,15.1,478.7,33.6,
2026-08-09 09:30:00,UPS-01,Online,300,125.2,125.2,140.8,41.7,94.27,15.6,478.0,33.3,
2026-08-09 09:30:00,UPS-02,Online,300,125.2,125.2,139.3,41.7,95.39,14.1,480.1,33.3,
2026-08-09 09:30:00,UPS-03,Online,300,125.2,125.2,139.3,41.7,95.35,14.1,480.3,33.3,
2026-08-09 09:45:00,UPS-01,Online,300,123.9,123.9,138.7,41.3,94.8,14.8,481.5,33.5,
2026-08-09 09:45:00,UPS-02,Online,300,123.9,123.9,138.5,41.3,94.97,14.6,478.2,33.5,
2026-08-09 09:45:00,UPS-03,Online,300,123.9,123.9,137.6,41.3,95.58,13.7,479.7,33.5,
2026-08-09 10:00:00,UPS-01,Online,300,127.1,127.1,142.0,42.4,94.83,14.9,479.4,33.0,
2026-08-09 10:00:00,UPS-02,Online,300,127.1,127.1,141.5,42.4,95.18,14.4,481.0,33.0,
2026-08-09 10:00:00,UPS-03,Online,300,127.1,127.1,142.7,42.4,94.36,15.6,480.2,33.0,
2026-08-09 10:15:00,UPS-01,Online,300,128.1,128.1,143.8,42.7,94.32,15.7,479.8,32.9,
2026-08-09 10:15:00,UPS-02,Online,300,128.1,128.1,143.2,42.7,94.73,15.1,481.2,32.9,
2026-08-09 10:15:00,UPS-03,Online,300,128.1,128.1,143.6,42.7,94.49,15.5,481.4,32.9,
2026-08-09 10:30:00,UPS-01,Online,300,127.8,127.8,142.6,42.6,94.96,14.8,481.9,33.0,
2026-08-09 10:30:00,UPS-02,Online,300,127.8,127.8,142.8,42.6,94.78,15.0,480.1,33.0,
2026-08-09 10:30:00,UPS-03,Online,300,127.8,127.8,142.1,42.6,95.29,14.3,479.5,33.0,
2026-08-09 10:45:00,UPS-01,Online,300,131.2,131.2,145.5,43.7,95.44,14.3,481.3,32.5,
2026-08-09 10:45:00,UPS-02,Online,300,131.2,131.2,147.0,43.7,94.36,15.8,479.5,32.5,
2026-08-09 10:45:00,UPS-03,Online,300,131.2,131.2,146.4,43.7,94.78,15.2,480.2,32.5,
2026-08-09 11:00:00,UPS-01,Online,300,129.8,129.8,144.7,43.3,94.98,14.9,481.8,32.7,
2026-08-09 11:00:00,UPS-02,Online,300,129.8,129.8,145.0,43.3,94.71,15.2,479.4,32.7,
2026-08-09 11:00:00,UPS-03,Online,300,129.8,129.8,144.9,43.3,94.79,15.1,478.9,32.7,
2026-08-09 11:15:00,UPS-01,Online,300,128.9,128.9,142.7,43.0,95.67,13.8,481.9,32.8,
2026-08-09 11:15:00,UPS-02,Online,300,128.9,128.9,144.6,43.0,94.37,15.7,478.1,32.8,
2026-08-09 11:15:00,UPS-03,Online,300,128.9,128.9,144.6,43.0,94.38,15.7,481.1,32.8,
2026-08-09 11:30:00,UPS-01,Online,300,132.3,132.3,148.0,44.1,94.47,15.7,480.3,32.4,
2026-08-09 11:30:00,UPS-02,Online,300,132.3,132.3,148.3,44.1,94.32,16.0,480.5,32.4,
2026-08-09 11:30:00,UPS-03,Online,300,132.3,132.3,147.5,44.1,94.87,15.2,479.2,32.4,
2026-08-09 11:45:00,UPS-01,Online,300,131.8,131.8,145.9,43.9,95.61,14.1,478.2,32.4,
2026-08-09 11:45:00,UPS-02,Online,300,131.8,131.8,146.0,43.9,95.49,14.2,481.3,32.4,
2026-08-09 11:45:00,UPS-03,Online,300,131.8,131.8,146.8,43.9,94.98,15.0,480.4,32.4,
2026-08-09 12:00:00,UPS-01,Online,300,131.9,131.9,146.9,44.0,94.96,15.0,478.8,32.4,
2026-08-09 12:00:00,UPS-02,Online,300,131.9,131.9,147.4,44.0,94.59,15.5,479.5,32.4,
2026-08-09 12:00:00,UPS-03,Online,300,131.9,131.9,147.1,44.0,94.79,15.2,479.8,32.4,
2026-08-09 12:15:00,UPS-01,Online,300,133.5,133.5,147.6,44.5,95.64,14.1,480.4,32.2,
2026-08-09 12:15:00,UPS-02,Online,300,133.5,133.5,149.4,44.5,94.42,15.9,478.6,32.2,
2026-08-09 12:15:00,UPS-03,Online,300,133.5,133.5,149.3,44.5,94.45,15.8,479.6,32.2,
2026-08-09 12:30:00,UPS-01,Online,300,136.0,136.0,151.9,45.3,94.49,15.9,478.9,31.9,
2026-08-09 12:30:00,UPS-02,Online,300,136.0,136.0,151.5,45.3,94.75,15.5,478.0,31.9,
2026-08-09 12:30:00,UPS-03,Online,300,136.0,136.0,151.4,45.3,94.86,15.4,478.9,31.9,
2026-08-09 12:45:00,UPS-01,Online,300,136.3,136.3,151.5,45.4,94.96,15.2,478.6,31.8,
2026-08-09 12:45:00,UPS-02,Online,300,136.3,136.3,151.0,45.4,95.3,14.7,481.7,31.8,
2026-08-09 12:45:00,UPS-03,Online,300,136.3,136.3,151.7,45.4,94.86,15.4,479.2,31.8,
2026-08-09 13:00:00,UPS-01,Online,300,137.5,137.5,151.8,45.8,95.65,14.3,481.2,31.7,
2026-08-09 13:00:00,UPS-02,Online,300,137.5,137.5,152.6,45.8,95.1,15.1,481.8,31.7,
2026-08-09 13:00:00,UPS-03,Online,300,137.5,137.5,151.8,45.8,95.6,14.3,480.4,31.7,
2026-08-09 13:15:00,UPS-01,Online,300,134.6,134.6,149.4,44.9,95.19,14.8,481.5,32.0,
2026-08-09 13:15:00,UPS-02,Online,300,134.6,134.6,149.3,44.9,95.23,14.7,481.0,32.0,
2026-08-09 13:15:00,UPS-03,Online,300,134.6,134.6,149.4,44.9,95.18,14.8,480.6,32.0,
2026-08-09 13:30:00,UPS-01,Online,300,137.3,137.3,152.5,45.8,94.99,15.2,480.2,31.7,
2026-08-09 13:30:00,UPS-02,Online,300,137.3,137.3,152.4,45.8,95.08,15.1,480.7,31.7,
2026-08-09 13:30:00,UPS-03,Online,300,137.3,137.3,152.0,45.8,95.37,14.7,478.0,31.7,
2026-08-09 13:45:00,UPS-01,Online,300,136.2,136.2,151.0,45.4,95.26,14.8,478.2,31.8,
2026-08-09 13:45:00,UPS-02,Online,300,136.2,136.2,152.1,45.4,94.5,15.9,478.1,31.8,
2026-08-09 13:45:00,UPS-03,Online,300,136.2,136.2,151.1,45.4,95.2,14.9,480.4,31.8,
2026-08-09 14:00:00,UPS-01,Online,300,137.7,137.7,154.0,45.9,94.32,16.3,481.2,31.6,
2026-08-09 14:00:00,UPS-02,Online,300,137.7,137.7,151.9,45.9,95.69,14.2,480.0,31.6,
2026-08-09 14:00:00,UPS-03,Online,300,137.7,137.7,152.5,45.9,95.28,14.8,481.1,31.6,
2026-08-09 14:15:00,UPS-01,Online,300,134.7,134.7,149.4,44.9,95.24,14.7,479.9,32.0,
2026-08-09 14:15:00,UPS-02,Online,300,134.7,134.7,150.5,44.9,94.51,15.8,479.9,32.0,
2026-08-09 14:15:00,UPS-03,Online,300,134.7,134.7,150.1,44.9,94.76,15.4,480.3,32.0,
2026-08-09 14:30:00,UPS-01,Online,300,136.2,136.2,151.3,45.4,95.02,15.1,480.0,31.8,
2026-08-09 14:30:00,UPS-02,Online,300,136.2,136.2,150.8,45.4,95.4,14.6,478.3,31.8,
2026-08-09 14:30:00,UPS-03,Online,300,136.2,136.2,151.3,45.4,95.07,15.1,479.5,31.8,
2026-08-09 14:45:00,UPS-01,Online,300,138.2,138.2,152.5,46.1,95.66,14.3,480.2,31.6,
2026-08-09 14:45:00,UPS-02,Online,300,138.2,138.2,153.8,46.1,94.81,15.6,479.7,31.6,
2026-08-09 14:45:00,UPS-03,Online,300,138.2,138.2,153.1,46.1,95.23,14.9,478.3,31.6,
2026-08-09 15:00:00,UPS-01,Online,300,137.7,137.7,153.6,45.9,94.55,15.9,481.1,31.6,
2026-08-09 15:00:00,UPS-02,Online,300,137.7,137.7,153.8,45.9,94.46,16.1,479.4,31.6,
2026-08-09 15:00:00,UPS-03,Online,300,137.7,137.7,151.9,45.9,95.67,14.2,479.6,31.6,
2026-08-09 15:15:00,UPS-01,Online,300,137.1,137.1,152.1,45.7,95.11,15.0,481.4,31.7,
2026-08-09 15:15:00,UPS-02,Online,300,137.1,137.1,152.8,45.7,94.66,15.7,479.4,31.7,
2026-08-09 15:15:00,UPS-03,Online,300,137.1,137.1,152.3,45.7,95.01,15.2,481.3,31.7,
2026-08-09 15:30:00,UPS-01,Online,300,137.2,137.2,153.6,45.7,94.26,16.4,478.1,31.7,
2026-08-09 15:30:00,UPS-02,Online,300,137.2,137.2,151.5,45.7,95.59,14.3,480.9,31.7,
2026-08-09 15:30:00,UPS-03,Online,300,137.2,137.2,152.4,45.7,95.0,15.2,478.6,31.7,
2026-08-09 15:45:00,UPS-01,Online,300,138.2,138.2,154.5,46.1,94.31,16.3,480.2,31.6,
2026-08-09 15:45:00,UPS-02,Online,300,138.2,138.2,154.3,46.1,94.46,16.1,480.2,31.6,
2026-08-09 15:45:00,UPS-03,Online,300,138.2,138.2,153.8,46.1,94.79,15.6,480.2,31.6,
2026-08-09 16:00:00,UPS-01,Online,300,136.8,136.8,153.0,45.6,94.35,16.2,480.4,31.8,
2026-08-09 16:00:00,UPS-02,Online,300,136.8,136.8,151.2,45.6,95.54,14.4,481.3,31.8,
2026-08-09 16:00:00,UPS-03,Online,300,136.8,136.8,151.3,45.6,95.47,14.5,480.4,31.8,
2026-08-09 16:15:00,UPS-01,Online,300,138.5,138.5,153.6,46.2,95.12,15.1,481.6,31.5,
2026-08-09 16:15:00,UPS-02,Online,300,138.5,138.5,152.9,46.2,95.59,14.4,480.9,31.5,
2026-08-09 16:15:00,UPS-03,Online,300,138.5,138.5,154.6,46.2,94.49,16.1,480.0,31.5,
2026-08-09 16:30:00,UPS-01,Online,300,138.1,138.1,152.6,46.0,95.5,14.5,479.2,31.6,
2026-08-09 16:30:00,UPS-02,Online,300,138.1,138.1,154.1,46.0,94.5,16.0,480.1,31.6,
2026-08-09 16:30:00,UPS-03,Online,300,138.1,138.1,152.7,46.0,95.46,14.6,479.0,31.6,
2026-08-09 16:45:00,UPS-01,Online,300,135.4,135.4,151.3,45.1,94.47,15.9,478.7,32.0,
2026-08-09 16:45:00,UPS-02,Online,300,135.4,135.4,149.5,45.1,95.69,14.1,479.4,32.0,
2026-08-09 16:45:00,UPS-03,Online,300,135.4,135.4,150.9,45.1,94.74,15.5,479.8,32.0,
2026-08-09 17:00:00,UPS-01,Online,300,136.0,136.0,152.2,45.3,94.31,16.2,478.1,31.9,
2026-08-09 17:00:00,UPS-02,Online,300,136.0,136.0,150.1,45.3,95.69,14.1,481.6,31.9,
2026-08-09 17:00:00,UPS-03,Online,300,136.0,136.0,150.2,45.3,95.64,14.2,478.7,31.9,
2026-08-09 17:15:00,UPS-01,Online,300,135.5,135.5,150.8,45.2,94.89,15.3,478.7,31.9,
2026-08-09 17:15:00,UPS-02,Online,300,135.5,135.5,151.2,45.2,94.64,15.7,479.8,31.9,
2026-08-09 17:15:00,UPS-03,Online,300,135.5,135.5,150.8,45.2,94.92,15.3,478.2,31.9,
2026-08-09 17:30:00,UPS-01,Online,300,134.6,134.6,149.7,44.9,95.01,15.1,481.2,32.0,
2026-08-09 17:30:00,UPS-02,Online,300,134.6,134.6,150.3,44.9,94.59,15.7,479.0,32.0,
2026-08-09 17:30:00,UPS-03,Online,300,134.6,134.6,148.8,44.9,95.61,14.2,481.1,32.0,
2026-08-09 17:45:00,UPS-01,Online,300,132.9,132.9,147.6,44.3,95.23,14.7,480.8,32.3,
2026-08-09 17:45:00,UPS-02,Online,300,132.9,132.9,147.5,44.3,95.26,14.6,478.6,32.3,
2026-08-09 17:45:00,UPS-03,Online,300,132.9,132.9,148.8,44.3,94.39,15.9,479.0,32.3,
2026-08-09 18:00:00,UPS-01,Online,300,131.9,131.9,145.9,44.0,95.68,14.0,479.0,32.4,
2026-08-09 18:00:00,UPS-02,Online,300,131.9,131.9,147.8,44.0,94.36,15.9,481.1,32.4,
2026-08-09 18:00:00,UPS-03,Online,300,131.9,131.9,147.4,44.0,94.62,15.5,480.5,32.4,
2026-08-09 18:15:00,UPS-01,Online,300,130.6,130.6,144.7,43.5,95.52,14.1,478.6,32.6,
2026-08-09 18:15:00,UPS-02,Online,300,130.6,130.6,145.0,43.5,95.36,14.4,479.3,32.6,
2026-08-09 18:15:00,UPS-03,Online,300,130.6,130.6,145.5,43.5,95.0,14.9,478.6,32.6,
2026-08-09 18:30:00,UPS-01,Online,300,132.2,132.2,146.5,44.1,95.44,14.3,478.3,32.4,
2026-08-09 18:30:00,UPS-02,Online,300,132.2,132.2,148.0,44.1,94.45,15.8,480.6,32.4,
2026-08-09 18:30:00,UPS-03,Online,300,132.2,132.2,147.8,44.1,94.53,15.6,481.1,32.4,
2026-08-09 18:45:00,UPS-01,Online,300,132.6,132.6,147.0,44.2,95.4,14.4,478.2,32.3,
2026-08-09 18:45:00,UPS-02,Online,300,132.6,132.6,146.9,44.2,95.44,14.3,479.5,32.3,
2026-08-09 18:45:00,UPS-03,Online,300,132.6,132.6,147.2,44.2,95.25,14.6,478.5,32.3,
2026-08-09 19:00:00,UPS-01,Online,300,128.3,128.3,143.0,42.8,95.06,14.7,479.9,32.9,
2026-08-09 19:00:00,UPS-02,Online,300,128.3,128.3,144.0,42.8,94.34,15.7,478.8,32.9,
2026-08-09 19:00:00,UPS-03,Online,300,128.3,128.3,143.4,42.8,94.76,15.1,478.9,32.9,
2026-08-09 19:15:00,UPS-01,Online,300,129.1,129.1,144.7,43.0,94.47,15.6,479.9,32.8,
2026-08-09 19:15:00,UPS-02,Online,300,129.1,129.1,144.4,43.0,94.65,15.3,480.4,32.8,
2026-08-09 19:15:00,UPS-03,Online,300,129.1,129.1,143.4,43.0,95.38,14.3,480.1,32.8,
2026-08-09 19:30:00,UPS-01,Online,300,126.0,126.0,140.9,42.0,94.83,14.9,481.5,33.2,
2026-08-09 19:30:00,UPS-02,Online,300,126.0,126.0,141.0,42.0,94.76,15.0,480.0,33.2,
2026-08-09 19:30:00,UPS-03,Online,300,126.0,126.0,139.6,42.0,95.71,13.6,479.9,33.2,
2026-08-09 19:45:00,UPS-01,Online,300,126.2,126.2,141.2,42.1,94.73,15.0,479.9,33.2,
2026-08-09 19:45:00,UPS-02,Online,300,126.2,126.2,140.1,42.1,95.54,13.9,478.6,33.2,
2026-08-09 19:45:00,UPS-03,Online,300,126.2,126.2,140.6,42.1,95.15,14.4,481.1,33.2,
2026-08-09 20:00:00,UPS-01,Online,300,128.4,128.4,143.1,42.8,95.06,14.7,478.8,32.9,
