Timestamp,MeterID,Power_kW,Voltage,Current,PowerFactor,Frequency,Status
2026-08-09 23:45:00,MTR-UTILITY-01,497.5,401.8,1280.4,0.967,50.0,Active
2026-08-10 00:00:00,MTR-UTILITY-01,526.4,398.1,1391.9,0.95,50.0,Active
2026-08-10 00:15:00,MTR-UTILITY-01,532.2,398.9,1375.4,0.97,49.99,Active
2026-08-10 00:30:00,MTR-UTILITY-01,521.9,400.8,1363.5,0.955,49.98,Active
2026-08-10 00:45:00,MTR-UTILITY-01,526.6,401.2,1378.7,0.952,50.03,Active
2026-08-10 01:00:00,MTR-UTILITY-01,517.5,399.2,1350.4,0.96,49.97,Active
2026-08-10 01:15:00,MTR-UTILITY-01,519.4,401.0,1340.9,0.966,50.01,Active
2026-08-10 01:30:00,MTR-UTILITY-01,512.7,400.2,1334.5,0.96,50.05,Active
2026-08-10 01:45:00,MTR-UTILITY-01,520.6,398.8,1347.2,0.969,50.01,Active
2026-08-10 02:00:00,MTR-UTILITY-01,508.7,400.2,1329.6,0.956,50.03,Active
2026-08-10 02:15:00,MTR-UTILITY-01,519.2,401.5,1341.4,0.964,50.03,Active
2026-08-10 02:30:00,MTR-UTILITY-01,501.3,399.5,1301.7,0.964,50.0,Active
2026-08-10 02:45:00,MTR-UTILITY-01,508.3,399.8,1323.0,0.961,49.96,Active
2026-08-10 03:00:00,MTR-UTILITY-01,508.4,401.8,1320.8,0.958,50.05,Active
2026-08-10 03:15:00,MTR-UTILITY-01,507.1,401.8,1305.1,0.967,49.95,Active
2026-08-10 03:30:00,MTR-UTILITY-01,531.5,398.5,1389.3,0.96,50.02,Active
2026-08-10 03:45:00,MTR-UTILITY-01,535.1,401.6,1401.1,0.951,49.99,Active
2026-08-10 04:00:00,MTR-UTILITY-01,541.5,401.6,1398.7,0.964,50.01,Active
2026-08-10 04:15:00,MTR-UTILITY-01,537.0,401.3,1407.1,0.951,50.02,Active
2026-08-10 04:30:00,MTR-UTILITY-01,530.2,400.2,1368.6,0.968,50.05,Active
2026-08-10 04:45:00,MTR-UTILITY-01,533.0,401.9,1381.5,0.96,49.96,Active
2026-08-10 05:00:00,MTR-UTILITY-01,548.8,400.4,1441.3,0.951,49.98,Active
2026-08-10 05:15:00,MTR-UTILITY-01,556.9,400.5,1457.6,0.954,50.03,Active
2026-08-10 05:30:00,MTR-UTILITY-01,557.4,399.8,1452.3,0.96,49.97,Active
2026-08-10 05:45:00,MTR-UTILITY-01,548.5,400.7,1414.1,0.968,49.99,Active
2026-08-10 06:00:00,MTR-UTILITY-01,544.5,400.3,1427.3,0.953,50.0,Active
2026-08-10 06:15:00,MTR-UTILITY-01,554.5,400.9,1445.3,0.957,50.0,Active
2026-08-10 06:30:00,MTR-UTILITY-01,556.1,398.8,1443.5,0.966,50.03,Active
2026-08-10 06:45:00,MTR-UTILITY-01,566.5,401.2,1472.4,0.959,49.95,Active
2026-08-10 07:00:00,MTR-UTILITY-01,565.3,400.2,1457.7,0.969,50.02,Active
2026-08-10 07:15:00,MTR-UTILITY-01,578.1,401.4,1486.3,0.969,50.03,Active
2026-08-10 07:30:00,MTR-UTILITY-01,570.8,399.1,1485.2,0.963,50.0,Active
2026-08-10 07:45:00,MTR-UTILITY-01,590.9,400.5,1540.1,0.958,50.05,Active
2026-08-10 08:00:00,MTR-UTILITY-01,549.0,398.4,1429.5,0.964,50.04,Active
2026-08-10 08:15:00,MTR-UTILITY-01,578.9,398.8,1515.2,0.958,50.0,Active
2026-08-10 08:30:00,MTR-UTILITY-01,563.5,401.2,1478.5,0.95,50.02,Active
2026-08-10 08:45:00,MTR-UTILITY-01,572.9,398.3,1503.0,0.957,49.98,Active
2026-08-10 09:00:00,MTR-UTILITY-01,577.9,401.4,1485.8,0.969,49.95,Active
2026-08-10 09:15:00,MTR-UTILITY-01,579.3,398.4,1506.8,0.965,49.99,Active
2026-08-10 09:30:00,MTR-UTILITY-01,593.3,400.1,1531.9,0.968,49.99,Active
2026-08-10 09:45:00,MTR-UTILITY-01,594.4,400.3,1556.5,0.954,50.02,Active
2026-08-10 10:00:00,MTR-UTILITY-01,594.8,401.0,1529.2,0.97,50.04,Active
2026-08-10 10:15:00,MTR-UTILITY-01,594.2,398.8,1552.1,0.96,50.02,Active
2026-08-10 10:30:00,MTR-UTILITY-01,602.0,400.1,1564.1,0.962,50.02,Active
2026-08-10 10:45:00,MTR-UTILITY-01,609.5,400.2,1594.8,0.955,50.03,Active
2026-08-10 11:00:00,MTR-UTILITY-01,612.5,400.7,1598.9,0.956,49.99,Active
2026-08-10 11:15:00,MTR-UTILITY-01,619.0,401.2,1598.8,0.965,50.02,Active
2026-08-10 11:30:00,MTR-UTILITY-01,618.5,398.2,1618.0,0.96,49.95,Active
2026-08-10 11:45:00,MTR-UTILITY-01,616.5,401.9,1591.2,0.964,50.04,Active
2026-08-10 12:00:00,MTR-UTILITY-01,622.2,399.8,1636.5,0.951,50.0,Active
2026-08-10 12:15:00,MTR-UTILITY-01,628.4,399.5,1630.0,0.965,50.05,Active
2026-08-10 12:30:00,MTR-UTILITY-01,625.8,401.1,1625.2,0.96,49.99,Active
2026-08-10 12:45:00,MTR-UTILITY-01,637.4,400.8,1644.6,0.967,50.02,Active
2026-08-10 13:00:00,MTR-UTILITY-01,636.9,399.1,1665.8,0.958,50.05,Active
2026-08-10 13:15:00,MTR-UTILITY-01,630.3,398.7,1653.6,0.956,50.03,Active
2026-08-10 13:30:00,MTR-UTILITY-01,637.1,401.1,1663.2,0.955,49.97,Active
2026-08-10 13:45:00,MTR-UTILITY-01,635.3,401.7,1661.3,0.952,50.04,Active
2026-08-10 14:00:00,MTR-UTILITY-01,632.3,398.2,1657.5,0.958,50.04,Active
2026-08-10 14:15:00,MTR-UTILITY-01,643.1,398.4,1683.2,0.959,50.0,Active
2026-08-10 14:30:00,MTR-UTILITY-01,638.5,398.3,1676.8,0.956,50.05,Active
2026-08-10 14:45:00,MTR-UTILITY-01,641.3,400.4,1685.9,0.95,49.97,Active
2026-08-10 15:00:00,MTR-UTILITY-01,637.9,400.6,1669.1,0.954,50.05,Active
2026-08-10 15:15:00,MTR-UTILITY-01,640.6,400.4,1651.1,0.969,49.98,Active
2026-08-10 15:30:00,MTR-UTILITY-01,632.1,401.1,1638.2,0.962,50.01,Active
2026-08-10 15:45:00,MTR-UTILITY-01,637.9,401.7,1647.3,0.964,50.01,Active
2026-08-10 16:00:00,MTR-UTILITY-01,635.1,398.4,1650.2,0.966,49.97,Active
2026-08-10 16:15:00,MTR-UTILITY-01,648.8,401.8,1689.1,0.956,50.0,Active
2026-08-10 16:30:00,MTR-UTILITY-01,635.1,398.8,1660.6,0.959,49.97,Active
2026-08-10 16:45:00,MTR-UTILITY-01,624.4,400.9,1636.0,0.952,49.97,Active
2026-08-10 17:00:00,MTR-UTILITY-01,630.3,398.6,1636.9,0.966,50.01,Active
2026-08-10 17:15:00,MTR-UTILITY-01,629.7,398.1,1656.3,0.955,50.04,Active
2026-08-10 17:30:00,MTR-UTILITY-01,621.7,402.0,1621.1,0.954,49.97,Active
2026-08-10 17:45:00,MTR-UTILITY-01,627.4,398.2,1639.5,0.961,49.95,Active
2026-08-10 18:00:00,MTR-UTILITY-01,626.8,399.9,1648.2,0.951,50.0,Active
2026-08-10 18:15:00,MTR-UTILITY-01,605.0,400.6,1556.9,0.97,49.98,Active
2026-08-10 18:30:00,MTR-UTILITY-01,613.9,399.7,1590.0,0.966,50.03,Active
2026-08-10 18:45:00,MTR-UTILITY-01,621.8,399.4,1611.6,0.966,49.95,Active
2026-08-10 19:00:00,MTR-UTILITY-01,604.9,399.7,1591.4,0.951,49.96,Active
2026-08-10 19:15:00,MTR-UTILITY-01,614.9,400.3,1603.4,0.958,50.05,Active
2026-08-10 19:30:00,MTR-UTILITY-01,604.2,400.2,1561.3,0.967,49.95,Active
2026-08-10 19:45:00,MTR-UTILITY-01,596.0,400.8,1557.1,0.955,49.98,Active
2026-08-10 20:00:00,MTR-UTILITY-01,595.8,401.5,1553.9,0.955,49.97,Active
2026-08-10 20:15:00,MTR-UTILITY-01,597.8,401.4,1536.9,0.969,49.98,Active
2026-08-10 20:30:00,MTR-UTILITY-01,588.5,398.4,1532.3,0.964,49.97,Active
2026-08-10 20:45:00,MTR-UTILITY-01,575.5,399.2,1495.5,0.964,50.01,Active
2026-08-10 21:00:00,MTR-UTILITY-01,565.0,399.9,1461.1,0.967,50.03,Active
2026-08-10 21:15:00,MTR-UTILITY-01,577.8,398.6,1517.9,0.955,49.95,Active
2026-08-10 21:30:00,MTR-UTILITY-01,567.1,401.1,1485.1,0.952,50.03,Active
2026-08-10 21:45:00,MTR-UTILITY-01,558.7,399.9,1464.5,0.954,49.98,Active
2026-08-10 22:00:00,MTR-UTILITY-01,556.5,400.7,1440.7,0.964,49.97,Active
2026-08-10 22:15:00,MTR-UTILITY-01,552.7,401.8,1435.9,0.958,49.97,Active
2026-08-10 22:30:00,MTR-UTILITY-01,544.2,399.2,1421.5,0.959,50.01,Active
2026-08-10 22:45:00,MTR-UTILITY-01,545.8,399.4,1437.0,0.951,50.02,Active
2026-08-10 23:00:00,MTR-UTILITY-01,554.1,399.7,1438.1,0.964,49.96,Active
2026-08-10 23:15:00,MTR-UTILITY-01,531.1,398.9,1388.3,0.959,49.99,Active
2026-08-10 23:30:00,MTR-UTILITY-01,537.3,401.5,1404.2,0.953,50.04,Active
2026-08-10 23:45:00,MTR-UTILITY-01,536.4,398.8,1389.5,0.968,49.96,Active
