Timestamp,Cooling_Equipment_ID,Cooling_Power_kW,Cooling_Output_kWth,Supply_Temperature_C,Return_Temperature_C,Delta_T,Flow_Rate_LPM,Efficiency_COP,Status,Alarm_Code
2026-08-09 09:30:00,CHILLER-03,38.7,146.1,18.1,26.9,8.8,69.6,3.78,Active,
2026-08-09 09:45:00,CHILLER-01,39.3,144.6,18.1,26.7,8.6,68.2,3.68,Active,
2026-08-09 09:45:00,CHILLER-02,41.3,144.6,17.7,26.5,8.8,68.3,3.5,Active,
2026-08-09 09:45:00,CHILLER-03,40.2,144.6,18.0,27.3,9.3,71.3,3.6,Active,
2026-08-09 10:00:00,CHILLER-01,39.4,148.1,17.7,27.0,9.3,72.2,3.76,Active,
2026-08-09 10:00:00,CHILLER-02,43.6,148.1,17.9,27.3,9.4,76.1,3.4,Active,
2026-08-09 10:00:00,CHILLER-03,40.9,148.1,17.9,26.5,8.6,71.2,3.62,Active,
2026-08-09 10:15:00,CHILLER-01,41.1,149.2,17.8,26.6,8.8,70.6,3.63,Active,
2026-08-09 10:15:00,CHILLER-02,44.3,149.2,18.2,26.8,8.6,71.2,3.37,Active,
2026-08-09 10:15:00,CHILLER-03,40.2,149.2,17.9,26.9,9.0,74.0,3.71,Active,
2026-08-09 10:30:00,CHILLER-01,40.4,148.9,18.1,27.5,9.4,72.7,3.69,Active,
2026-08-09 10:30:00,CHILLER-02,41.7,148.9,18.0,27.0,9.0,73.0,3.57,Active,
2026-08-09 10:30:00,CHILLER-03,41.1,148.9,18.1,26.9,8.8,74.2,3.62,Active,
2026-08-09 10:45:00,CHILLER-01,42.8,152.5,18.2,27.0,8.8,72.6,3.56,Active,
2026-08-09 10:45:00,CHILLER-02,44.7,152.5,17.8,26.5,8.7,81.1,3.41,Active,
2026-08-09 10:45:00,CHILLER-03,46.6,152.5,17.7,27.0,9.3,76.2,3.27,Active,
2026-08-09 11:00:00,CHILLER-01,44.8,151.0,18.2,27.2,9.0,73.4,3.37,Active,
2026-08-09 11:00:00,CHILLER-02,45.3,151.0,17.8,26.5,8.7,73.1,3.33,Active,
2026-08-09 11:00:00,CHILLER-03,42.9,151.0,17.7,26.6,8.9,75.0,3.52,Active,
2026-08-09 11:15:00,CHILLER-01,43.7,150.0,17.9,27.0,9.1,71.5,3.43,Active,
2026-08-09 11:15:00,CHILLER-02,44.6,150.0,18.1,26.6,8.5,71.8,3.36,Active,
2026-08-09 11:15:00,CHILLER-03,46.7,150.0,18.1,27.4,9.3,79.0,3.21,Active,
2026-08-09 11:30:00,CHILLER-01,43.4,153.7,17.9,27.3,9.4,78.2,3.54,Active,
2026-08-09 11:30:00,CHILLER-02,42.1,153.7,17.7,27.3,9.6,74.7,3.65,Active,
2026-08-09 11:30:00,CHILLER-03,46.4,153.7,17.8,26.5,8.7,80.9,3.31,Active,
2026-08-09 11:45:00,CHILLER-01,47.7,153.1,18.2,26.7,8.5,76.6,3.21,Active,
2026-08-09 11:45:00,CHILLER-02,41.2,153.1,18.0,27.4,9.4,74.6,3.72,Active,
2026-08-09 11:45:00,CHILLER-03,45.3,153.1,18.1,27.4,9.3,74.0,3.38,Active,
2026-08-09 12:00:00,CHILLER-01,41.9,153.2,18.0,26.5,8.5,73.6,3.66,Active,
2026-08-09 12:00:00,CHILLER-02,47.4,153.2,17.9,27.1,9.2,79.6,3.23,Active,
2026-08-09 12:00:00,CHILLER-03,42.1,153.2,18.3,26.7,8.4,72.1,3.64,Active,
2026-08-09 12:15:00,CHILLER-01,43.0,154.9,17.9,26.9,9.0,82.3,3.6,Active,
2026-08-09 12:15:00,CHILLER-02,46.8,154.9,17.8,26.7,8.9,73.3,3.31,Active,
2026-08-09 12:15:00,CHILLER-03,45.6,154.9,17.7,27.3,9.6,79.0,3.4,Active,
2026-08-09 12:30:00,CHILLER-01,49.3,157.7,17.8,26.5,8.7,82.2,3.2,Active,
2026-08-09 12:30:00,CHILLER-02,43.1,157.7,17.8,27.1,9.3,82.4,3.66,Active,
2026-08-09 12:30:00,CHILLER-03,43.2,157.7,17.7,26.8,9.1,80.1,3.65,Active,
2026-08-09 12:45:00,CHILLER-01,44.2,157.9,18.1,26.6,8.5,76.2,3.57,Active,
2026-08-09 12:45:00,CHILLER-02,48.7,157.9,18.2,26.9,8.7,77.4,3.24,Active,
2026-08-09 12:45:00,CHILLER-03,41.8,157.9,18.2,27.1,8.9,76.8,3.78,Active,
2026-08-09 13:00:00,CHILLER-01,42.5,159.2,18.3,27.1,8.8,82.0,3.75,Active,
2026-08-09 13:00:00,CHILLER-02,43.1,159.2,18.2,27.6,9.4,81.7,3.69,Active,
2026-08-09 13:00:00,CHILLER-03,47.8,159.2,18.3,26.6,8.3,79.2,3.33,Active,
2026-08-09 13:15:00,CHILLER-01,41.2,156.2,17.7,26.4,8.7,82.8,3.79,Active,
2026-08-09 13:15:00,CHILLER-02,48.4,156.2,18.2,27.4,9.2,75.1,3.23,Active,
2026-08-09 13:15:00,CHILLER-03,46.8,156.2,17.9,26.9,9.0,76.7,3.34,Active,
2026-08-09 13:30:00,CHILLER-01,47.9,159.0,18.1,27.4,9.3,75.8,3.32,Active,
2026-08-09 13:30:00,CHILLER-02,46.4,159.0,18.1,26.4,8.3,83.7,3.43,Active,
2026-08-09 13:30:00,CHILLER-03,44.2,159.0,18.1,26.8,8.7,82.6,3.6,Active,
2026-08-09 13:45:00,CHILLER-01,43.1,157.9,18.2,26.7,8.5,81.7,3.66,Active,
2026-08-09 13:45:00,CHILLER-02,47.4,157.9,17.9,26.9,9.0,78.7,3.33,Active,
2026-08-09 13:45:00,CHILLER-03,45.9,157.9,17.7,26.7,9.0,83.2,3.44,Active,
2026-08-09 14:00:00,CHILLER-01,45.8,159.5,18.3,27.5,9.2,82.1,3.48,Active,
2026-08-09 14:00:00,CHILLER-02,49.1,159.5,18.1,26.6,8.5,78.6,3.25,Active,
2026-08-09 14:00:00,CHILLER-03,49.8,159.5,18.0,27.2,9.2,79.2,3.2,Active,
2026-08-09 14:15:00,CHILLER-01,43.4,156.2,18.1,26.5,8.4,76.7,3.6,Active,
2026-08-09 14:15:00,CHILLER-02,47.6,156.2,18.2,26.7,8.5,80.5,3.28,Active,
2026-08-09 14:15:00,CHILLER-03,47.8,156.2,17.8,26.5,8.7,81.0,3.27,Active,
2026-08-09 14:30:00,CHILLER-01,45.7,157.8,17.8,27.1,9.3,76.2,3.45,Active,
2026-08-09 14:30:00,CHILLER-02,46.0,157.8,17.8,26.5,8.7,76.4,3.43,Active,
2026-08-09 14:30:00,CHILLER-03,49.3,157.8,18.1,26.5,8.4,83.6,3.2,Active,
2026-08-09 14:45:00,CHILLER-01,49.2,159.9,17.9,26.6,8.7,82.7,3.25,Active,
2026-08-09 14:45:00,CHILLER-02,42.3,159.9,18.2,27.1,8.9,77.7,3.78,Active,
2026-08-09 14:45:00,CHILLER-03,49.4,159.9,18.3,26.6,8.3,79.8,3.24,Active,
2026-08-09 15:00:00,CHILLER-01,43.5,159.5,18.1,26.7,8.6,76.7,3.67,Active,
2026-08-09 15:00:00,CHILLER-02,48.5,159.5,17.9,26.6,8.7,80.8,3.29,Active,
2026-08-09 15:00:00,CHILLER-03,44.4,159.5,17.9,26.4,8.5,78.2,3.59,Active,
2026-08-09 15:15:00,CHILLER-01,46.0,158.8,18.3,27.6,9.3,77.6,3.45,Active,
2026-08-09 15:15:00,CHILLER-02,47.3,158.8,18.0,27.4,9.4,74.8,3.36,Active,
2026-08-09 15:15:00,CHILLER-03,46.6,158.8,18.1,27.4,9.3,78.9,3.41,Active,
2026-08-09 15:30:00,CHILLER-01,43.8,158.9,17.8,27.4,9.6,77.2,3.63,Active,
2026-08-09 15:30:00,CHILLER-02,42.5,158.9,18.0,27.0,9.0,77.6,3.74,Active,
2026-08-09 15:30:00,CHILLER-03,47.6,158.9,17.9,27.2,9.3,83.9,3.34,Active,
2026-08-09 15:45:00,CHILLER-01,44.1,160.0,18.2,26.5,8.3,81.9,3.63,Active,
2026-08-09 15:45:00,CHILLER-02,47.6,160.0,18.2,26.6,8.4,83.8,3.36,Active,
2026-08-09 15:45:00,CHILLER-03,44.4,160.0,17.9,26.7,8.8,84.7,3.6,Active,
2026-08-09 16:00:00,CHILLER-01,43.2,158.5,17.8,27.6,9.8,83.6,3.67,Active,
2026-08-09 16:00:00,CHILLER-02,47.5,158.5,18.1,27.5,9.4,83.4,3.34,Active,
2026-08-09 16:00:00,CHILLER-03,44.4,158.5,18.2,26.8,8.6,79.4,3.57,Active,
2026-08-09 16:15:00,CHILLER-01,48.6,160.3,18.0,26.7,8.7,80.8,3.3,Active,
2026-08-09 16:15:00,CHILLER-02,45.8,160.3,18.2,26.5,8.3,76.9,3.5,Active,
2026-08-09 16:15:00,CHILLER-03,42.3,160.3,18.2,27.2,9.0,77.2,3.79,Active,
2026-08-09 16:30:00,CHILLER-01,45.0,159.8,18.2,26.8,8.6,82.1,3.55,Active,
2026-08-09 16:30:00,CHILLER-02,43.4,159.8,18.1,27.4,9.3,82.2,3.68,Active,
2026-08-09 16:30:00,CHILLER-03,44.5,159.8,17.8,26.8,9.0,80.1,3.59,Active,
2026-08-09 16:45:00,CHILLER-01,47.0,157.0,18.2,27.2,9.0,78.7,3.34,Active,
2026-08-09 16:45:00,CHILLER-02,48.3,157.0,18.2,27.2,9.0,80.8,3.25,Active,
2026-08-09 16:45:00,CHILLER-03,44.4,157.0,18.2,27.0,8.8,83.2,3.54,Active,
2026-08-09 17:00:00,CHILLER-01,42.4,157.6,18.2,26.5,8.3,77.1,3.72,Active,
2026-08-09 17:00:00,CHILLER-02,49.2,157.6,18.1,26.8,8.7,81.3,3.2,Active,
2026-08-09 17:00:00,CHILLER-03,43.4,157.6,17.8,26.4,8.6,78.4,3.63,Active,
2026-08-09 17:15:00,CHILLER-01,47.5,157.1,17.8,27.3,9.5,82.4,3.31,Active,
2026-08-09 17:15:00,CHILLER-02,41.6,157.1,17.8,26.6,8.8,79.1,3.78,Active,
2026-08-09 17:15:00,CHILLER-03,42.8,157.1,18.3,26.7,8.4,74.0,3.67,Active,
2026-08-09 17:30:00,CHILLER-01,41.4,156.1,18.1,26.7,8.6,74.3,3.77,Active,
2026-08-09 17:30:00,CHILLER-02,42.9,156.1,17.8,26.8,9.0,79.6,3.64,Active,
2026-08-09 17:30:00,CHILLER-03,43.6,156.1,18.0,26.5,8.5,78.4,3.58,Active,
2026-08-09 17:45:00,CHILLER-01,44.6,154.3,17.9,27.0,9.1,74.5,3.46,Active,
2026-08-09 17:45:00,CHILLER-02,42.7,154.3,17.7,26.4,8.7,78.2,3.61,Active,
2026-08-09 17:45:00,CHILLER-03,42.7,154.3,17.8,27.1,9.3,75.8,3.61,Active,
2026-08-09 18:00:00,CHILLER-01,40.7,153.3,18.3,26.9,8.6,78.1,3.77,Active,
2026-08-09 18:00:00,CHILLER-02,42.0,153.3,17.8,27.1,9.3,76.4,3.65,Active,
2026-08-09 18:00:00,CHILLER-03,46.6,153.3,17.8,27.5,9.7,81.2,3.29,Active,
2026-08-09 18:15:00,CHILLER-01,41.6,151.8,18.0,26.8,8.8,80.4,3.65,Active,
2026-08-09 18:15:00,CHILLER-02,42.3,151.8,17.9,26.9,9.0,80.3,3.59,Active,
2026-08-09 18:15:00,CHILLER-03,41.0,151.8,17.8,26.9,9.1,77.5,3.7,Active,
2026-08-09 18:30:00,CHILLER-01,45.6,153.6,18.1,27.5,9.4,76.0,3.37,Active,
2026-08-09 18:30:00,CHILLER-02,47.4,153.6,17.9,26.7,8.8,75.5,3.24,Active,
2026-08-09 18:30:00,CHILLER-03,46.7,153.6,18.2,27.1,8.9,76.2,3.29,Active,
2026-08-09 18:45:00,CHILLER-01,42.9,154.0,18.1,27.6,9.5,78.4,3.59,Active,
2026-08-09 18:45:00,CHILLER-02,47.2,154.0,17.9,26.7,8.8,74.7,3.26,Active,
2026-08-09 18:45:00,CHILLER-03,46.4,154.0,18.1,26.9,8.8,78.9,3.32,Active,
2026-08-09 19:00:00,CHILLER-01,45.8,149.3,18.1,26.7,8.6,76.5,3.26,Active,
2026-08-09 19:00:00,CHILLER-02,43.3,149.3,18.2,27.3,9.1,78.9,3.45,Active,
2026-08-09 19:00:00,CHILLER-03,39.9,149.3,18.2,27.0,8.8,71.3,3.74,Active,
2026-08-09 19:15:00,CHILLER-01,44.9,150.3,18.0,27.0,9.0,79.1,3.35,Active,
2026-08-09 19:15:00,CHILLER-02,46.5,150.3,18.0,26.7,8.7,70.5,3.23,Active,
2026-08-09 19:15:00,CHILLER-03,41.6,150.3,18.1,26.6,8.5,76.2,3.61,Active,
2026-08-09 19:30:00,CHILLER-01,40.9,146.9,18.3,27.1,8.8,75.3,3.59,Active,
2026-08-09 19:30:00,CHILLER-02,40.9,146.9,18.2,26.8,8.6,68.7,3.59,Active,
2026-08-09 19:30:00,CHILLER-03,42.6,146.9,17.8,27.0,9.2,77.0,3.45,Active,
2026-08-09 19:45:00,CHILLER-01,42.9,147.1,18.3,27.3,9.0,76.4,3.43,Active,
2026-08-09 19:45:00,CHILLER-02,44.0,147.1,17.9,27.2,9.3,75.6,3.34,Active,
2026-08-09 19:45:00,CHILLER-03,44.3,147.1,17.8,27.1,9.3,75.6,3.32,Active,
2026-08-09 20:00:00,CHILLER-01,46.3,149.5,17.8,27.2,9.4,79.4,3.23,Active,
2026-08-09 20:00:00,CHILLER-02,44.1,149.5,18.2,27.1,8.9,78.6,3.39,Active,
2026-08-09 20:00:00,CHILLER-03,41.1,149.5,17.9,26.5,8.6,70.2,3.64,Active,
2026-08-09 20:15:00,CHILLER-01,38.4,144.8,18.0,27.4,9.4,75.8,3.77,Active,
2026-08-09 20:15:00,CHILLER-02,39.9,144.8,17.7,27.2,9.5,68.8,3.63,Active,
2026-08-09 20:15:00,CHILLER-03,43.6,144.8,18.1,27.3,9.2,73.1,3.32,Active,
2026-08-09 20:30:00,CHILLER-01,39.8,146.3,17.9,27.1,9.2,77.8,3.68,Active,
2026-08-09 20:30:00,CHILLER-02,43.0,146.3,18.2,26.6,8.4,71.6,3.4,Active,
2026-08-09 20:30:00,CHILLER-03,45.3,146.3,18.1,26.9,8.8,72.2,3.23,Active,
2026-08-09 20:45:00,CHILLER-01,38.7,145.9,18.3,27.4,9.1,75.4,3.77,Active,
2026-08-09 20:45:00,CHILLER-02,40.3,145.9,18.2,26.4,8.2,68.3,3.62,Active,
2026-08-09 20:45:00,CHILLER-03,42.4,145.9,18.1,26.8,8.7,71.6,3.44,Active,
2026-08-09 21:00:00,CHILLER-01,38.3,144.5,17.9,27.0,9.1,73.4,3.77,Active,
2026-08-09 21:00:00,CHILLER-02,44.7,144.5,17.9,27.3,9.4,71.4,3.23,Active,
2026-08-09 21:00:00,CHILLER-03,40.5,144.5,18.1,26.6,8.5,75.7,3.57,Active,
2026-08-09 21:15:00,CHILLER-01,43.9,141.5,18.2,27.2,9.0,72.7,3.22,Active,
2026-08-09 21:15:00,CHILLER-02,40.5,141.5,18.0,27.3,9.3,71.8,3.49,Active,
2026-08-09 21:15:00,CHILLER-03,38.0,141.5,18.2,26.8,8.6,70.2,3.72,Active,
2026-08-09 21:30:00,CHILLER-01,42.6,141.1,18.0,26.7,8.7,65.6,3.31,Active,
2026-08-09 21:30:00,CHILLER-02,42.2,141.1,17.7,26.9,9.2,74.2,3.34,Active,
